연번,지자체명,세부사업명,  예산(백만원)  
840,울산광역시,전통시장육성,465
841,울산광역시,전문경력인사기술지원,100
842,울산광역시,스마트공장보급확산지원,800
843,울산광역시,지역투자촉진,7901
844,울산광역시,투자환경개선,878
845,울산광역시,공공기관연관산업기업유치등지원사업,50
846,울산광역시,굴뚝자동측정기기설치·운영관리비지원,64
847,울산광역시,취업지원,3714
848,울산광역시,자동차산업육성지원,297
849,울산광역시,과학기술육성,65
850,울산광역시,에너지융합엔지니어링설계지원,100
851,울산광역시,사회적기업사업개발비(지역특화),145
852,인천광역시,굴뚝자동측정기기설치ㆍ운영관리비지원,32
853,인천광역시,소규모영세사업장방지시설지원(지원),3264
854,인천광역시,소규모영세사업장방지시설지원(직접),7431
855,인천광역시,악취개선사업,94
856,인천광역시,악취방지시설개선지원및운영,2576
857,인천광역시,중소기업환경개선을위한이자지원,22
858,인천광역시,인천형핵심성장콘텐츠제작지원,800
859,인천광역시,XR콘텐츠산업육성,1500
860,인천광역시,4차산업혁명핵심기술기반센터구축,638
861,인천광역시,SW융합클러스터2.0,1500
862,인천광역시,글로벌스케일업캠퍼스운영,2197
863,인천광역시,로봇산업육성,2300
864,인천광역시,뷰티도시조성,1000
865,인천광역시,연구개발(R&D)활성화,1700
866,인천광역시,인천BIO산업지원,2790
867,인천광역시,자동차부품산업육성지원,2220
868,인천광역시,지역SW산업진흥지원,1500
869,인천광역시,마을기업육성사업(지원),115
870,인천광역시,사회적경제생태기반조성,1498
871,인천광역시,사회적기업사업개발비(공모),279
872,인천광역시,사회적기업육성(사회보험료),125
873,인천광역시,"사회적기업육성(일자리창출,생활)",1127
874,인천광역시,산업기술기반조성사업,4565
875,인천광역시,수출인프라확충및해외마케팅지원,1960
876,인천광역시,스마트공장확산사업,3000
877,인천광역시,우수기업육성및지원,86
878,인천광역시,중국마케팅전담지원,1200
879,인천광역시,중소기업경영안정자금지원,403
880,인천광역시,중소기업기술교류,200
881,인천광역시,중소기업기술및경영지원,48
882,인천광역시,중소기업지원및육성,55538
883,인천광역시,지역산업마케팅지원(전환-직접)(전환사업),1640
884,인천광역시,지역특성화산업육성(중소기업디자인개발지원)(전환-직접)(전환사업),2229
885,인천광역시,품질우수제품지원및품질분임조경진대회,135
886,인천광역시,소상공인경영안정지원,36662
887,인천광역시,전통시장활성화,927
888,인천광역시,식품진흥기금의효율적운용관리,312
889,인천광역시,지역주도형청년일자리지원사업(직접),3375
890,인천광역시,창업보육지원,1820
891,인천광역시,창조경제혁신센터운영지원,1700
892,인천광역시,청년정책추진및일자리지원,6207
893,인천광역시,FTA활용지원(국가직접지원),110
894,인천광역시,글로벌강소기업육성사업지원(국가직접지원),640
895,인천광역시,산학연협력기술개발사업(국가직접지원),1600
896,인천광역시,지역맞춤형일자리창출사업,1340
897,인천광역시,산업기술기반조성사업,429
898,인천광역시,악취방지시설개선지원및운영,2538
899,인천광역시,산학연지역혁신사업,200
900,인천광역시,벤처기업육성지원,35
901,전라남도,관광진흥기금운영,10000
902,전라남도,중소기업금융지원,36944
903,전라남도,중소기업금융지원(기금),140000
904,전라남도,튜닝부품선도기업맞춤형지원사업(전환사업,2240
905,전라남도,기업부설연구소연구개발역량강화사업,300
906,전라남도,지역수요맞춤형연구개발사업(전환사업),8000
907,전라남도,전남형강소기업육성사업(전환사업),2000
908,전라남도,품질경진대회개최및참가지원,106
909,전라남도,뿌리산업선도기업육성3단계(전환사업),8000
910,전라남도,전남농공단지기업맞춤형특화지원사업(전환사업),2000
911,전라남도,조선산업클러스터구축,719
912,전라남도,산학연연계농공단지입주기업연구개발(전환사업),2000
913,전라남도,FTA활용지원및대응(국가직접지원사업),150
914,전라남도,지역SW품질역량센터운영지원(국가직접지원),113
915,전라남도,지식재산(IP)기업육성지원사업(국가직접지원),1585
916,전라남도,사회적기업육성(일자리창출),468
917,전라남도,청년근속장려금지원,1503
918,전라남도,중국지역산업마케팅지원(전환사업),470
919,전라남도,지역산업마케팅지원(전환사업),3020
920,전라남도,통상애로해소및수출기반조성,74
921,전라남도,수산물수출기업지원(프로젝트형수산수출기업육성),201
922,전라남도,지역특화산업수출새싹기업지원(국가직접지원),86
923,전라남도,글로벌강소기업육성사업(국가직접지원),580
924,전라남도,소상공인및전통시장·상점가디자인개발지원사업(전환사업),600
925,전라남도,전통시장활성화,237
926,전라남도,중소기업판로지원,237
927,전라남도,우수전통시장상품전시판매전개최(국가직접지원),50
928,전라남도,전남형예비마을기업육성,123
929,전라남도,해양수산창업투자지원센터,800
930,전라남도,Post-BI종합지원사업(국가직접지원),43
931,전라남도,공예문화산업육성,148
932,전라남도,지역상품브랜드디자인개발(전환사업),1000
933,전라남도,마을기업경영컨설팅및판로지원(전환사업),685
934,전라남도,사회적경제성장지원,1080
935,전라남도,사회적기업육성(사업개발비),95
936,전라남도,정부출연연구기관협력사업,91
937,전라남도,전남중소기업연구개발혁신성장플랫폼구축운영,200
938,전라남도,지역SW기업성장지원사업,331
939,전라남도,소상공인보호및경쟁력강화,1569
940,전라남도,전남자영업종합지원센터지원,500
941,전라남도,전라남도중소기업진흥원지원,874
942,전라남도,전통시장및중소유통물류기반조성사업(전통시장시설현대화)(전환사업),8225
943,전라남도,전통시장화재공제가입지원,60
944,전라남도,중소기업융합및인증사업지원,106
945,전라남도,혁신성장을위한스마트공장보급확대,5806
946,전라남도,도내투자기업보조금지원,7249
947,전라남도,지방투자촉진보조금,1600
948,전라남도,스타기업육성사업(국가직접지원),1066
949,전라남도,유기가공식품인프라구축,27
950,전라남도,에너지신사업연구개발및사업화지원사업,1000
951,전라남도,여성소기업육성사업,126
952,전라남도,중소기업육성활성화,34
953,전라남도,대학창업보육센터지원(국가직접지원),126
954,전라남도,순천대초기창업패키지운영지원(국가직접지원),150
955,전라남도,굴뚝자동측정기기설치및유지관리지원,52
956,전라남도,1인창조기업지원센터지원(국가직접지원),50
957,전라남도,창조경제혁신센터운영(국가직접지원),1502
958,전라남도,미래형자동차튜닝부품기술개발사업(국가직접지원),650
959,전라남도,수산물지자체연계마케팅,56
960,전라남도,천일염수출활성화지원,50
961,전라남도,도해외상설판매장활용시군연계판촉행사,72
962,전라남도,아마존전라남도브랜드관운영(전환사업),820
963,전라남도,바우처지원사업(국가직접지원),498
964,전라남도,사회적기업육성(사회보험료지원),23
965,전라남도,수산식품수출통합마케팅,90
966,전라남도,수산물해외시장개척지원,12
967,전라남도,수산물유통네트워크판매망구축,60
968,전라북도,갑질피해사업자지원특례보증,500
969,전라북도,소상공인지원자금이차보전,7448
970,전라북도,성공창업지원,680
971,전라북도,기타지역특성화산업육성(혁신성장R&D+사업)(1차)(전환사업),5000
972,전라북도,기업부설연구소활성화지원,100
973,전라북도,중소기업산업기술정보이용지원,68
974,전라북도,기타지역특성화산업육성(중소기업기술융합활성화사업)(1차)(전환사업),400
975,전라북도,창의적중소기업품질혁신공정개선,70
976,전라북도,기술거래및사업화촉진활성화사업(국가직접지원),260
977,전라북도,기타지역특성화산업육성(R&D기술사업화지원사업)(1차)(전환사업),1800
978,전라북도,기타지역특성화산업육성(탄소복합재공정장비활용중소기업사업화지원)(1차)(전환사업),500
979,전라북도,3D프린팅융복합기술지원사업,280
980,전라북도,특장차산업활성화및산업생태계모델구축,500
981,전라북도,기타지역특성화산업육성(융복합SW강소기업육성)(1차)(전환사업),1100
982,전라북도,제조기반기술R&D혁신지원사업(1차)(전환사업),1000
983,전라북도,전북형미래혁신식품기술개발지원,135
984,전라북도,벤처기업육성사업지원,300
985,전라북도,스타기업혁신성장지원사업(국가직접),778
986,전라북도,전북시제품제작소운영지원,350
987,전라북도,전북일자리센터운영,822
988,전라북도,청년일자리창출,2269
989,전라북도,일자리창출사업(사회적기업),627
990,전라북도,식품산업전문인력양성사업(1차)(전환사업),600
991,전라북도,지역산업마케팅지원(1차)(전환사업),2500
992,전라북도,세계로가는전북기업육성(1차)(전환사업),180
993,전라북도,수출새싹기업지원사업(국가직접),86
994,전라북도,전라북도해외통상거점센터운영,600
995,전라북도,기타지역특성화산업육성(탄소응용제품공공구매마케팅지원)(1차)(전환사업),800
996,전라북도,기타지역특성화산업육성(탄소산업활성화T2B지원사업)(1차)(전환사업),1000
997,전라북도,중소기업제품판로개척,1000
998,전라북도,중소기업제품공공구매확대,45
999,전라북도,전자상거래운영지원,45
1000,전라북도,창업지원기반조성,1673
1001,전라북도,창업보육센터활성화지원(국가직접),300
1002,전라북도,전라북도선도기업육성(1차)(전환사업),5200
1003,전라북도,전라북도도약기업육성사업,2300
1004,전라북도,글로벌강소기업육성사업(국가직접),600
1005,전라북도,중소기업경영개선컨설팅,72
1006,전라북도,전북지역스타기업육성사업(국가직접),612
1007,전라북도,전라북도돋움기업육성사업,3077
1008,전라북도,뿌리기업그린환경시스템구축지원사업,350
1009,전라북도,소상공인창업경영개선,1986
1010,전라북도,영세소상공인지원,3600
1011,전라북도,사업개발비지원사업(사회적기업),120
1012,전라북도,협동조합지원,200
1013,전라북도,사회보험료지원(사회적기업),69
1014,전라북도,중소기업환경개선사업,845
1015,전라북도,전통공예산업육성,118
1016,전라북도,지식재산창출지원사업(국가직접지원),997
1017,전라북도,기술개발제품인증취득지원,100
1018,전라북도,전북뿌리농기계기술고도화지원사업,300
1019,전라북도,중소기업공제사업기금대출사업이차보전,100
1020,전라북도,소상공인지원특례보증,2500
1021,전라북도,식품위생업소시설개선융자사업,500
1022,전라북도,국방산업육성지원사업,180
1023,전라북도,전라북도디자인산업육성,457
1024,전라북도,농수산식품수출바이어초청상담,40
1025,전라북도,농수산식품해외시장개척지원,450
1026,전라북도,농식품기업원료수급안정화지원,36
1027,전라북도,농식품창업·성장지원사업,150
1028,전라북도,마을기업고도화,766
1029,전라북도,마을기업육성지원(2차)(전환사업),486
1030,전라북도,"마을기업지정(신규,재지정,예비)",105
1031,전라북도,사회적경제기업제품판매지원,260
1032,전라북도,사회적경제성장기업육성,350
1033,전라북도,사회적경제지원,626
1034,전라북도,사회적기업육성,88
1035,전라북도,전북사회적경제기업제품디자인개발지원,100
1036,전라북도,전통시장화재공제가입지원,59
1037,전라북도,지역주도형청년일자리,6010
1038,전라북도,전북지역주도SW성장지원(지역SW산업진흥지원),156
1039,전라북도,조선기자재사업다각화생태계구축사업,400
1040,전라북도,기타지역특성화산업육성(산업·수송용탄소소재부품산업육성)(1차)(전환사업),600
1041,전라북도,금융혁신벤처창업지원사업,300
1042,전라북도,연구개발장비공동활용지원,150
1043,전라북도,전북섬유공동브랜드운영및활성화지원,150
1044,전라북도,굴뚝원격감시체계구축및운영,55
1045,전라북도,사회적경제혁신성장지원사업(국가직접),237
1046,전라북도,초기창업패키지(국가직접),360
1047,전라북도,스마트공장보급·확산사업(국가직접지원),3364
1048,전라북도,기타지역특성화산업육성(소기업혁신역량강화지원사업)(1차)(전환사업),2400
1049,전라북도,기타지역특성화산업육성(전북탄소기업국내외밸류체인구축지원)(1차)(전환사업),600
1050,전라북도,기타지역특성화산업육성(수요맞춤형드론산업육성)(1차)(전환사업),600
1051,전라북도,전기자동차전장부품기업기술개발지원사업,300
1052,전라북도,자동차기업신시장창출지원사업(1차)(전환사업),600
1053,전라북도,지역특성화산업전문인력양성(1차)(전환사업),3060
1054,전라북도,지역맞춤형일자리창출사업,300
1055,전라북도,전라북도수출통합지원센터운영,800
1056,전라북도,중소기업디자인역량강화지원(1차)(전환사업),2000
1057,전라북도,중소기업맞춤형입찰정보서비스지원,70
1058,전라북도,뿌리산업생태계혁신성장지원사업(1차)(전환사업),1300
1059,전라북도,수질자동측정기기설치및운영지원,88
1060,전라북도,청정연료전환지원사업(직접),64
1061,전라북도,AI빅데이터전문인력양성사업,250
1062,전라북도,전북형30대상용차핵심부품및소재기술개발,2000
1063,전라북도,민관상생협력형단기부품기술개발사업,1000
1064,전라북도,자동차대체부품개발및활성화사업,1000
1065,전라북도,청정연료전환지원사업(지원),170
1066,전라북도,전북섬유패션기업디지털역량강화사업,100
1067,전라북도,안전보호융복합섬유기술개발및역량강화지원사업,100
1068,전라북도,전북형산학융합스마트허브단지활성화사업,500
1069,전라북도,사회적기업자치단체특화사업(직접),45
1070,전라북도,사회적경제상생협력지원사업,150
1071,전라북도,K-Studio구축및활용(국가직접),40
1072,전라북도,농공단지입주기업경영활성화지원,300
1073,전라북도,중소기업환경개선사업(2차)(균특이양)(전환사업),608
1074,제주특별자치도,중소기업육성자금지원,31984
1075,제주특별자치도,골목상권경쟁력강화,1716
1076,제주특별자치도,위생시설개선자금융자지원,500
1077,제주특별자치도,관광산업민간투자지원,15400
1078,제주특별자치도,기업기술지원(성인지예산),422
1079,제주특별자치도,스마트그리드산업육성(성인지예산),179
1080,제주특별자치도,융복합기술산업화지원,400
1081,제주특별자치도,ICT신산업육성,303
1082,제주특별자치도,지식재산창출지원,1236
1083,제주특별자치도,제주지역ICT신기술개발및고도화,114
1084,제주특별자치도,청년취업지원,4590
1085,제주특별자치도,중장년취업지원,3117
1086,제주특별자치도,일자리정책지원,1295
1087,제주특별자치도,지역주도형청년일자리사업,5076
1088,제주특별자치도,통상수출지원,2394
1089,제주특별자치도,수출산업마케팅행사지원,195
1090,제주특별자치도,지역산업마케팅지원(전환사업),727
1091,제주특별자치도,농산물수출물류비지원,1790
1092,제주특별자치도,중소기업제품판로지원,1450
1093,제주특별자치도,공동물류센터운영지원,602
1094,제주특별자치도,지역SW성장지원사업,209
1095,제주특별자치도,중소기업제품마케팅강화,564
1096,제주특별자치도,지역경제활성화시책지원,2015
1097,제주특별자치도,창업활성화지원,938
1098,제주특별자치도,수산산업창업투자지원사업(성인지예산),300
1099,제주특별자치도,중소기업빅데이터활용지원,60
1100,제주특별자치도,농촌자원복합산업화지원(전환사업),6320
1101,제주특별자치도,기업경영지원,519
1102,제주특별자치도,제주향토강소기업적극육성,340
1103,제주특별자치도,물가관리및소비자보호,297
1104,제주특별자치도,기업지방이전촉진,1443
1105,제주특별자치도,여성및장애인기업육성지원(성인지예산),450
1106,제주특별자치도,사회적경제조직육성,2293
1107,제주특별자치도,굴뚝원격감시체계구축,9
1108,제주특별자치도,제주식품산업경쟁력강화,276
1109,제주특별자치도,지역전략산업육성사업(기업지원서비스),1188
1110,제주특별자치도,소상공인지원,21565
1111,제주특별자치도,사회적기업육성(제주시),888
1112,제주특별자치도,사회적기업사업개발(제주시),823
1113,제주특별자치도,사회적기업사회보험료(제주시),56
1114,제주특별자치도,사회적기업사업개발(서귀포시),320
1115,제주특별자치도,사회적기업사회보험료(서귀포시),9
1116,제주특별자치도,사회적기업재정지원사업(서귀포시),356
1117,제주특별자치도,수출증대및해외시장개척,52
1118,충청남도,식품위생업소시설개선,200
1119,충청남도,중소기업수출기반구축,1107
1120,충청남도,지역산업마케팅지원(해외바이어발굴)(전환사업),300
1121,충청남도,지역산업마케팅지원(해외시장개척)(전환사업),2775
1122,충청남도,농촌자원복합산업화지원(도)(전환사업),170
1123,충청남도,농촌자원복합산업화지원(시군자본)(전환사업),4254
1124,충청남도,공예문화산업육성,75
1125,충청남도,사업개발비지원,66
1126,충청남도,사회보험료지원,25
1127,충청남도,일자리창출사업,379
1128,충청남도,지역산업육성지원,1387
1129,충청남도,충남디스플레이품질고도화및사업화지원사업,425
1130,충청남도,가업승계준비기업지원,60
1131,충청남도,기업애로해소지원,85
1132,충청남도,기업활동지원,273
1133,충청남도,벤처기업디자인개발지원,179
1134,충청남도,벤처창업촉진공동마케팅지원,74
1135,충청남도,소상공인육성지원,8771
1136,충청남도,소상공인지원,10034
1137,충청남도,중소기업비즈니스콜라보사업,300
1138,충청남도,중소기업유튜브동영상제작지원,200
1139,충청남도,중소기업육성기금운용,20000
1140,충청남도,중소기업제품구매촉진및판로확대,299
1141,충청남도,충남형챔피언기업육성사업,100
1142,충청남도,충청권중소벤처기업박람회,140
1143,충청남도,수산물소비촉진지원및해외시장개척,659
1144,충청남도,ESS전지시스템기능안전성설계기술지원사업,400
1145,충청남도,충남도-발전3사상생협력사업,500
1146,충청남도,한국산업기술시험원-충남테크노파크기관협력기업지원사업,400
1147,충청남도,고용우수기업지원,251
1148,충청남도,충남국방벤처센터사업지원,200
1149,충청남도,굴뚝자동측정기기설치·운영관리비지원,87
1150,충청남도,소규모사업장방지시설설치지원,622
1151,충청남도,영세배출사업장기술지도,40
1152,충청남도,충남콘텐츠기업육성센터운영(국가직접지원),500
1153,충청남도,스마트공장구축지원(국가직접지원),2000
1154,충청남도,지역지식재산창출·창업지원사업(국가직접지원),1990
1155,충청남도,충남SW융합산업육성사업(국가직접지원),1458
1156,충청남도,기술거래촉진네트워크지원(국가직접지원),230
1157,충청남도,지역연고산업육성사업(국가직접지원),55
1158,충청남도,지역특화(주력)산업육성지원(국가직접지원),3950
1159,충청남도,1인창조기업비즈니스센터운영(국가직접지원),10
1160,충청남도,글로벌강소기업육성지원(국가직접지원),660
1161,충청남도,TV홈쇼핑입점지원,180
1162,충청북도,간판이아름다운시범거리조성,120
1163,충청북도,e-기업사랑센터운영,104
1164,충청북도,공공조달시장진출경쟁력강화지원,30
1165,충청북도,기업애로지원센터운영,85
1166,충청북도,기업정주여건개선사업,2000
1167,충청북도,기업체품질분임조활성화지원,27
1168,충청북도,메인비즈(MainBiz)인증획득지원,10
1169,충청북도,소상공인육성자금이차보전,7448
1170,충청북도,여성기업육성및지원,274
1171,충청북도,우수전통시장선정지원,60
1172,충청북도,장애인기업육성및지원,32
1173,충청북도,전국전통시장박람회참가지원,10
1174,충청북도,전통시장마케팅지원,240
1175,충청북도,전통시장및상점가배송도우미운영지원,150
1176,충청북도,전통시장시설현대화사업(전환사업),2868
1177,충청북도,전통시장주차환경개선사업(건립),2383
1178,충청북도,전통시장화재공제가입지원,82
1179,충청북도,전통시장활성화를위한특화사업발굴지원,60
1180,충청북도,중소·벤처기업판로지원,45
1181,충청북도,중소기업TV홈쇼핑지원사업,150
1182,충청북도,중소기업공제사업이차보전,175
1183,충청북도,중소기업파견기술지원단운영,30
1184,충청북도,중소기업맞춤형품질경쟁력강화,20
1185,충청북도,중소기업육성자금이차보전,9839
1186,충청북도,중소기업육성자금지원,60800
1187,충청북도,중소기업전시박람회참가지원,113
1188,충청북도,중소기업협동조합활성화지원,97
1189,충청북도,창업보육센터운영활성화,221
1190,충청북도,충청권중소·벤처기업박람회개최,140
1191,충청북도,충청북도대중소기업구매상담회,120
1192,충청북도,무역통상사업(전환사업),6000
1193,충청북도,농식품글로벌온라인마켓입점지원(전환사업),30
1194,충청북도,농식품해외마케팅지원(전환사업),1060
1195,충청북도,굴뚝자동측정기기운영관리비지원,21
1196,충청북도,국내식품전시회참가지원,30
1197,충청북도,수출농식품가공공장시설현대화,70
1198,충청북도,식품소재및반가공산업육성,459
1199,충청북도,지역우수전통주활성화지원,14
1200,충청북도,농촌공동체회사우수사업지원(전환사업),115
1201,충청북도,마을기업육성사업(전환사업),630
1202,충청북도,사회적경제기업사업개발비지원사업,119
1203,충청북도,사회적기업육성(일자리창출),353
1204,충청북도,사회적기업활성화지원사업,151
1205,충청북도,협동조합활성화추진,35
1206,충청북도,고부가가치바이오산업연구개발사업육성,615
1207,충청북도,바이오창업아카데미개설및운영(전환사업),200
1208,충청북도,의료기기산업육성,150
1209,충청북도,이노비즈(Inno-Biz)인증획득지원사업,12
1210,충청북도,뿌리기술산업경쟁력강화지원,400
1211,충청북도,충북중소기업B2B박람회참가지원,30
1212,충청북도,시설개선융자지원,300
1213,충청북도,ICT벤처중소기업기술개발지원,200
1214,충청북도,소기업형스마트공장구축지원,927
1215,충청북도,스마트공장보급·확산사업,1587
1216,충청북도,지역SW기업성장지원,166
1217,충청북도,솔라밸리조성,201
1218,충청북도,솔라페스티벌(전환사업),540
1219,충청북도,충북태양광발전자금이차보전,289
1220,충청북도,여성친화기업환경조성,20
1221,충청북도,창업여성지원,50
1222,충청북도,유기가공식품인증비용지원,13
1223,충청북도,유기가공식품포장재지원,66
1224,충청북도,고용우수기업지원사업,400
1225,충청북도,청년창업지원,180
1226,충청북도,청년행복일터지원,683
1227,충청북도,농공단지조성(전환사업),1114
1228,충청북도,수도권이전기업지원,4000
1229,충청북도,공공기관연관산업기업유치등지원사업,150
1230,충청북도,뷰티산업육성기반구축,200
1231,충청북도,한방·천연물연구개발강화,156
1232,충청북도,화장품뷰티산업엑스포개최(전환사업),2800
1233,충청북도,글로벌강소기업육성사업,550
1234,충청북도,메이커스페이스구축·운영지원사업,50
1235,충청북도,전통시장특성화추진,456
1236,충청북도,지식재산창출지원및창업촉진,2080
1237,충청북도,창업도약패키지지원사업,105
1238,충청북도,충북우수시장박람회개최,107
1239,충청북도,충북창조경제혁신센터운영지원,1500
1240,충청북도,기술거래촉진네트워크사업,221
1241,충청북도,지역주력산업육성사업,5593
1242,충청북도,ICT디바이스랩운영,160
1243,충청북도,선도형시범공장확충지원,168
1244,충청북도,지역SW품질역량센터운영관리,63
1245,충청북도,도내투자기업지원,3500
1246,충청북도,공장설립관리정보망운영,48
1247,충청북도,충청북도농공단지협의회운영지원,20
1248,충청북도,중소기업온라인마케팅활성화지원,160
1249,충청북도,농식품수출기업육성지원(전환사업),290
1250,충청북도,충북김치수출세계화지원사업,100
1251,충청북도,사회적기업육성(사회보험료지원),26
1252,충청북도,국제통상기반조성,160
1253,충청북도,무역기반조성(전환사업),1716
1254,충청북도,중소기업 공모사업 전문컨설팅 지원,50
1255,충청북도,중소기업매출채권보험가입지원,200
1256,충청북도,기업현장지원반 운영,75
